1.1 Αὐτάρχως αὐτάρχως αὐτάρχως
1.1 θειότητος θειότητος θειότης
1.1 τοῦ τοῦ ὁ
1.1 Λόγου λόγου λόγος
1.1 τοῦ τοῦ ὁ
1.1 Πατρὸς πατρὸς πατήρ
1.1 καὶ καὶ καί
1.1 τῆς τῆς ὁ
1.1 εἰς εἰς εἰς
1.1 πάντα πάντα πᾶς
1.1 προνοίας προνοίας πρόνοια
1.1 καὶ καὶ καί
1.1 δυνάμεως δυνάμεως δύναμις
1.1 αὐτοῦ· αὐτοῦ αὐτός
1.1 καὶ καὶ καί
1.1 ὅτι ὅτι ὅτι
1.1 ὁ ὁ ὁ
1.1 ἀγαθὸς ἀγαθὸς ἀγαθός
1.1 Πατὴρ πατὴρ πατήρ
1.1 τούτῳ τούτῳ οὗτος
1.1 τὰ τὰ ὁ
1.1 πάντα πάντα πᾶς
1.1 διακοσμεῖ, διακοσμεῖ διακοσμέω
1.1 καὶ καὶ καί
1.1 τὰ τὰ ὁ
1.1 πάντα πάντα πᾶς
1.1 ὑπ̓ ὑπ ὑπό
1.1 αὐτοῦ αὐτοῦ αὐτός
1.1 κινεῖται, κινεῖται κινέω
1.1 καὶ καὶ καί
1.1 ἐν ἐν ἐν
1.1 αὐτῷ αὐτῷ αὐτός
1.1 ζωοποιεῖται· ζωοποιεῖται ζωοποιέω
1.1 φέρε φέρε φέρω
1.1 κατὰ κατὰ κατά
1.1 ἀκολουθίαν, ἀκολουθίαν ἀκολουθία
1.1 μακάριε μακάριε μακάριος
1.1 καὶ καὶ καί
1.1 ἀληθῶς ἀληθῶς ἀληθής
1.1 φιλόχριστε, φιλόχριστε φιλόχριστος
1.1 τῇ τῇ ὁ
1.1 περὶ περὶ περί
1.1 τῆς τῆς ὁ
1.1 εὐσεβείας εὐσεβείας εὐσέβεια
1.1 πίστει πίστει πίστις
1.1 καὶ καὶ καί
1.1 τὰ τὰ ὁ
1.1 περὶ περὶ περί
1.1 τῆς τῆς ὁ
1.1 ἐνανθρωπήσεως ἐνανθρωπήσεως ἐνανθρωπήσεως
1.1 τοῦ τοῦ ὁ
1.1 Λόγου λόγου λόγος
1.1 διηγησώμεθα, διηγησώμεθα διηγέομαι
1.1 καὶ καὶ καί
1.1 περὶ περὶ περί
1.1 τῆς τῆς ὁ
1.1 θείας θείας θεῖος
1.1 αὐτοῦ αὐτοῦ αὐτός
1.1 πρὸς πρὸς πρός
1.1 ἡμᾶς ἡμᾶς ἐγώ
1.1 ἐπιφανείας ἐπιφανείας ἐπιφάνεια
1.1 δηλώσωμεν δηλώσωμεν δηλόω
1.1 ἥν ἥν ὅς
1.1 Ἰουδαῖοι ἰουδαῖοι ἰουδαῖος
1.1 μὲν μὲν μέν
1.1 διαβάλλουσιν, διαβάλλουσιν διαβάλλω
1.1 Ἕλληνες ἕλληνες ἕλλην
1.1 δὲ δὲ δέ
1.1 χλευάζουσιν, χλευάζουσιν χλευάζω
1.1 ἡμεῖς ἡμεῖς ἐγώ
1.1 δὲ δὲ δέ
1.1 προσκυνοῦμεν· προσκυνοῦμεν προσκυνέω
1.1 ἵν̓ ἵν ἵνα
1.1 ἔτι ἔτι ἔτι
1.1 μᾶλλον μᾶλλον μᾶλλον
1.1 ἐκ ἐκ ἐκ
1.1 τῆς τῆς ὁ
1.1 δοκούσης δοκούσης δοκέω
1.1 εὐτελείας εὐτελείας εὐτέλεια
1.1 τοῦ τοῦ ὁ
1.1 Λόγου λόγου λόγος
1.1 μείζονα μείζονα μέγας
1.1 καὶ καὶ καί
1.1 πλείονα πλείονα πλείων
1.1 τὴν τὴν ὁ
1.1 εἰς εἰς εἰς
1.1 αὐτὸν αὐτὸν αὐτός
1.1 εὐσέβειαν εὐσέβειαν εὐσέβεια
1.1 ἔχῃς. ἔχῃς ἔχω
1.1 Ὅσῳ ὅσῳ ὅσος
1.1 γὰρ γὰρ γάρ
1.1 παρὰ παρὰ παρά
1.1 τοῖς τοῖς ὁ
1.1 ἀπίστοις ἀπίστοις ἄπιστος
1.1 χλευάζεται, χλευάζεται χλευάζω
1.1 τοσούτῳ τοσούτῳ τοσοῦτος
1.1 μείζονα μείζονα μέγας
1.1 τὴν τὴν ὁ
1.1 περὶ περὶ περί
1.1 τῆς τῆς ὁ
1.1 θεότητος θεότητος θεότης
1.1 αὐτοῦ αὐτοῦ αὐτός
1.1 μαρτυρίαν μαρτυρίαν μαρτυρία
1.1 παρέχει· παρέχει παρέχω
1.1 ὅτι ὅτι ὅτι
1.1 τε τε τε
1.1 ἃ ἃ ὅς
1.1 μὴ μὴ μή
1.1 καταλαμβάνουσιν καταλαμβάνουσιν καταλαμβάνω
1.1 ἄνθρωποι ἄνθρωποι ἄνθρωπος
1.1 ὡς ὡς ὡς
1.1 ἀδύνατα, ἀδύνατα ἀδύνατος
1.1 ταῦτα ταῦτα οὗτος
1.1 αὐτὸς αὐτὸς αὐτός
1.1 ἐπιδείκνυται ἐπιδείκνυται ἐπιδείκνυμι
1.1 δυνατά· δυνατά δυνατός
1.1 καὶ καὶ καί
1.1 ἃ ἃ ὅς
1.1 ὡς ὡς ὡς
1.1 ἀπρεπῆ ἀπρεπῆ ἀπρεπής
1.1 χλευάζουσιν χλευάζουσιν χλευάζω
1.1 ἄνθρωποι, ἄνθρωποι ἄνθρωπος
1.1 ταῦτα ταῦτα οὗτος
1.1 αὐτὸς αὐτὸς αὐτός
1.1 τῇ τῇ ὁ
1.1 ἑαυτοῦ ἑαυτοῦ ἑαυτοῦ
1.1 ἀγαθότητι ἀγαθότητι ἀγαθότης
1.1 εὐπρεπῇ εὐπρεπῇ εὐπρεπέω
1.1 κατασκευάζει· κατασκευάζει κατασκευάζω
1.1 καὶ καὶ καί
1.1 ἃ ἃ ὅς
1.1 σοφιζόμενοι σοφιζόμενοι σοφίζομαι
1.1 οἱ οἱ ὁ
1.1 ἄνθρωποι ἄνθρωποι ἄνθρωπος
1.1 ὡς ὡς ὡς
1.1 ἀνθρώπινα ἀνθρώπινα ἀνθρώπινος
1.1 γελῶσι, γελῶσι γελάω
1.1 ταῦτα ταῦτα οὗτος
1.1 αὐτὸς αὐτὸς αὐτός
1.1 τῇ τῇ ὁ
1.1 ἑαυτοῦ ἑαυτοῦ ἑαυτοῦ
1.1 δυνάμει δυνάμει δύναμις
1.1 θεῖα θεῖα θεῖος
1.1 ἐπιδείκνυται, ἐπιδείκνυται ἐπιδείκνυμι
1.1 τὴν τὴν ὁ
1.1 μὲν μὲν μέν
1.1 τῶν τῶν ὁ
1.1 εἰδώλων εἰδώλων εἴδωλον
1.1 φαντασίαν φαντασίαν φαντασία
1.1 τῇ τῇ ὁ
1.1 νομιζομένῃ νομιζομένῃ νομίζω
1.1 ἑαυτοῦ ἑαυτοῦ ἑαυτοῦ
1.1 εὐτελείᾳ εὐτελείᾳ εὐτέλεια
1.1 διὰ διὰ διά
1.1 τοῦ τοῦ ὁ
1.1 σταυροῦ σταυροῦ σταυρόω
1.1 καταστρέφων, καταστρέφων καταστρέφω
1.1 τοὺς τοὺς ὁ
1.1 δὲ δὲ δέ
1.1 χλευάζοντας χλευάζοντας χλευάζω
1.1 καὶ καὶ καί
1.1 ἀπιστοῦντας ἀπιστοῦντας ἀπιστέω
1.1 μεταπείθων μεταπείθων μεταπείθω
1.1 ἀφανῶς, ἀφανῶς ἀφανής
1.1 ὥστε ὥστε ὥστε
1.1 τὴν τὴν ὁ
1.1 θεότητα θεότητα θεότης
1.1 αὐτοῦ αὐτοῦ αὐτός
1.1 καὶ καὶ καί
1.1 δύναμιν δύναμιν δύναμις
1.1 ἐπιγινώσκειν. ἐπιγινώσκειν ἐπιγιγνώσκω
1.1 Εἰς εἰς εἰς
1.1 δὲ δὲ δέ
1.1 τὴν τὴν ὁ
1.1 περὶ περὶ περί
1.1 τούτων τούτων οὗτος
1.1 διήγησιν, διήγησιν διήγησις
1.1 χρεία χρεία χρεία
1.1 τῆς τῆς ὁ
1.1 τῶν τῶν ὁ
1.1 προειρημένων προειρημένων προερέω
1.1 μνήμης· μνήμης μνήμη
1.1 ἵνα ἵνα ἵνα
1.1 καὶ καὶ καί
1.1 τὴν τὴν ὁ
1.1 αἰτίαν αἰτίαν αἰτία
1.1 τῆς τῆς ὁ
1.1 ἐν ἐν ἐν
1.1 σώματι σώματι σῶμα
1.1 φανερώσεως φανερώσεως φανέρωσις
1.1 τοῦ τοῦ ὁ
1.1 τοσούτου τοσούτου τοσοῦτος
1.1 καὶ καὶ καί
1.1 τηλικούτου τηλικούτου τηλικοῦτος
1.1 πατρικοῦ πατρικοῦ πατρικός
1.1 Λόγου λόγου λόγος
1.1 γνῶναι γνῶναι γιγνώσκω
1.1 δυνηθῇς, δυνηθῇς δύναμαι
1.1 καὶ καὶ καί
1.1 μὴ μὴ μή
1.1 νομίσῃς, νομίσῃς νομίζω
1.1 ὅτι ὅτι ὅτι
1.1 φύσεως φύσεως φύσις
1.1 ἀκολουθίᾳ ἀκολουθίᾳ ἀκολουθία
1.1 σῶμα σῶμα σῶμα
1.1 πεφόρεκεν πεφόρεκεν πεφόρεκεν
1.1 ὁ ὁ ὁ
1.1 Σωτήρ· σωτήρ σωτήρ
1.1 ἀλλ̓ ἀλλ ἀλλ
1.1 ὅτι, ὅτι ὅτι
1.1 ἀσώματος ἀσώματος ἀσώματος
1.1 ὧν ὧν ὅς
1.1 τῇ τῇ ὁ
1.1 φύσει, φύσει φύσις
1.1 καὶ καὶ καί
1.1 Λόγος λόγος λόγος
1.1 ὑπάρχων, ὑπάρχων ὑπάρχω
1.1 ὅμως ὅμως ὅμως
1.1 κατὰ κατὰ κατά
1.1 φιλανθρωπίαν φιλανθρωπίαν φιλανθρωπία
1.1 καὶ καὶ καί
1.1 ἀγαθότητα ἀγαθότητα ἀγαθότης
1.1 τοῦ τοῦ ὁ
1.1 ἑαυτοῦ ἑαυτοῦ ἑαυτοῦ
1.1 Πατρὸς πατρὸς πατήρ
1.1 διὰ διὰ διά
1.1 τὴν τὴν ὁ
1.1 ἡμῶν ἡμῶν ἐγώ
1.1 σωτηρίαν σωτηρίαν σωτηρία
1.1 ἐν ἐν ἐν
1.1 ἀνθρωπίνῳ ἀνθρωπίνῳ ἀνθρώπινος
1.1 σώματι σώματι σῶμα
1.1 ἡμῖν ἡμῖν ἐγώ
1.1 πεφανέρωται. πεφανέρωται φανερόω
1.1 Πρέπει πρέπει πρέπω
1.1 δὲ, δὲ δέ
1.1 ποιουμένους ποιουμένους ποιόω
1.1 ἡμᾶς ἡμᾶς ἐγώ
1.1 τὴν τὴν ὁ
1.1 περὶ περὶ περί
1.1 τούτου τούτου οὗτος
1.1 διήγησιν, διήγησιν διήγησις
1.1 πρότερον πρότερον πρότερος
1.1 περὶ περὶ περί
1.1 τῆς τῆς ὁ
1.1 τῶν τῶν ὁ
1.1 ὅλων ὅλων ὅλος
1.1 κτίσεως, κτίσεως κτίσις
1.1 καὶ καὶ καί
1.1 τοῦ τοῦ ὁ
1.1 ταύτης ταύτης οὗτος
1.1 δημιουργοῦ δημιουργοῦ δημιουργέω
1.1 Θεοῦ θεοῦ θεός
1.1 εἰπεῖν, εἰπεῖν εἶπον
1.1 ἵνα ἵνα ἵνα
1.1 οὕτως οὕτως οὕτως
1.1 καὶ καὶ καί
1.1 τὴν τὴν ὁ
1.1 ταύτης ταύτης οὗτος
1.1 ἀνακαίνισιν ἀνακαίνισιν ἀνακαίνισις
1.1 ὑπὸ ὑπὸ ὑπό
1.1 τοῦ τοῦ ὁ
1.1 κατὰ κατὰ κατά
1.1 τὴν τὴν ὁ
1.1 ἀρχὴν ἀρχὴν ἀρχή
1.1 αὐτὴν αὐτὴν αὐτός
1.1 δημιουργήσαντος δημιουργήσαντος δημιουργέω
1.1 Λόγου λόγου λόγος
1.1 γεγενῆσθαι, γεγενῆσθαι γίγνομαι
1.1 ἀξίως ἀξίως ἄξιος
1.1 ἄν ἄν ἀνά
1.1 τις τις τις
1.1 θεωρήσειεν. θεωρήσειεν θεωρέω
1.1 Οὐδὲν οὐδὲν οὐδείς
1.1 γὰρ γὰρ γάρ
1.1 ἐναντίον ἐναντίον ἐναντίον
1.1 φανήσεται, φανήσεται φανάω
1.1 εἰ εἰ εἰ
1.1 δι δι δι
1.1 οὗ οὗ ἵημι
1.1 ταύτην ταύτην οὗτος
1.1 ἐδημιούργησεν ἐδημιούργησεν δημιουργέω
1.1 ὁ ὁ ὁ
1.1 Πατὴρ, πατὴρ πατήρ
1.1 ἐν ἐν ἐν
1.1 αὐτῷ αὐτῷ αὐτός
1.1 καὶ καὶ καί
1.1 τὴν τὴν ὁ
1.1 ταύτης ταύτης οὗτος
1.1 σωτηρίαν σωτηρίαν σωτηρία
1.1 εἰργάσατο. εἰργάσατο ἐργάζομαι
2.1 Τὴν τὴν ὁ
2.1 δημιουργίαν δημιουργίαν δημιουργία
2.1 τοῦ τοῦ ὁ
2.1 κόσμου κόσμου κόσμος
2.1 καὶ καὶ καί
2.1 τὴν τὴν ὁ
2.1 τῶν τῶν ὁ
2.1 πάντων πάντων πᾶς
2.1 κτίσιν, κτίσιν κτίσις
2.1 πολλοὶ πολλοὶ πολύς
2.1 διαφόρως διαφόρως διάφορος
2.1 ἐξειλήφασι, ἐξειλήφασι ἐκλαμβάνω
2.1 καὶ καὶ καί
2.1 ὡς ὡς ὡς
2.1 ἕκαστος ἕκαστος ἕκαστος
2.1 ἐθέλησεν, ἐθέλησεν ἐθέλω
2.1 οὕτως οὕτως οὕτως
2.1 καὶ καὶ καί
2.1 ὡρίσατο. ὡρίσατο ὁρίζω
2.1 Οἱ οἱ ὁ
2.1 μὲν μὲν μέν
2.1 γὰρ γὰρ γάρ
2.1 αὐτομάτως, αὐτομάτως αὐτόματος
2.1 καὶ καὶ καί
2.1 ὡς ὡς ὡς
2.1 ἔτυχε, ἔτυχε τυγχάνω
2.1 τὰ τὰ ὁ
2.1 πάντα πάντα πᾶς
2.1 γεγενῆσθαι γεγενῆσθαι γίγνομαι
2.1 λέγουσιν, λέγουσιν λέγω
2.1 ὡς ὡς ὡς
2.1 οἱ οἱ ὁ
2.1 Ἐπικούρειοι, ἐπικούρειοι ἐπικούρειος
2.1 οἵ οἵ ὅς
2.1 καὶ καὶ καί
2.1 τὴν τὴν ὁ
2.1 τῶν τῶν ὁ
2.1 ὅλων ὅλων ὅλος
2.1 πρόνοιαν πρόνοιαν πρόνοια
2.1 καθ̓ καθ κατά
2.1 ἑαυτῶν ἑαυτῶν ἑαυτοῦ
2.1 οὐχ οὐχ οὐ
2.1 εἶναι εἶναι εἰμί
2.1 μυθολογοῦσιν μυθολογοῦσιν μυθολογέω
2.1 ἄντικρυς ἄντικρυς ἄντικρυς
2.1 παρὰ παρὰ παρά
2.1 τὰ τὰ ὁ
2.1 ἐναργῇ ἐναργῇ ἐναργῇ
2.1 φαινόμενα φαινόμενα φαίνω
2.1 λέγοντες. λέγοντες λέγω
2.1 Εἰ εἰ εἰ
2.1 γὰρ γὰρ γάρ
2.1 αὐτομάτως αὐτομάτως αὐτόματος
2.1 τὰ τὰ ὁ
2.1 πάντα πάντα πᾶς
2.1 χωρὶς χωρὶς χωρίς
2.1 προνοίας προνοίας πρόνοια
2.1 κατ̓ κατ κατά
2.1 αὐτοὺς αὐτοὺς αὐτός
2.1 γέγονεν, γέγονεν γίγνομαι
2.1 ἔδει ἔδει δεῖ
2.1 τὰ τὰ ὁ
2.1 πάντα πάντα πᾶς
2.1 ἁπλῶς ἁπλῶς ἁπλῶς
2.1 γεγενῆσθαι, γεγενῆσθαι γίγνομαι
2.1 καὶ καὶ καί
2.1 ὅμοια ὅμοια ὁμοῖος
2.1 εἶναι, εἶναι εἰμί
2.1 καὶ καὶ καί
2.1 μὴ μὴ μή
2.1 διάφορα· διάφορα διάφορον
2.1 ὡς ὡς ὡς
2.1 γὰρ γὰρ γάρ
2.1 ἐπὶ ἐπὶ ἐπί
2.1 σώματος σώματος σῶμα
2.1 ἑνὸς ἑνὸς εἷς
2.1 ἔδει ἔδει δεῖ
2.1 τὰ τὰ ὁ
2.1 πάντα πάντα πᾶς
2.1 εἶναι εἶναι εἰμί
2.1 ἥλιον ἥλιον ἥλιος
2.1 ἣ ἣ ὁ
2.1 σελήνην· σελήνην σελήνη
2.1 καὶ καὶ καί
2.1 ἐπὶ ἐπὶ ἐπί
2.1 τῶν τῶν ὁ
2.1 ἀνθρώπων ἀνθρώπων ἄνθρωπος
2.1 ἔδει ἔδει δεῖ
2.1 τὸ τὸ ὁ
2.1 ὅλον ὅλον ὅλοξ
2.1 εἶναι εἶναι εἰμί
2.1 χεῖρα, χεῖρα χείρ
2.1 ἣ ἣ ὁ
2.1 ὀφθαλμὸν, ὀφθαλμὸν ὀφθαλμός
2.1 ἣ ἣ ὁ
2.1 πόδα. πόδα πούς
2.1 Νῦν νῦν νῦν
2.1 δὲ δὲ δέ
2.1 οὐχ οὐχ οὐ
2.1 ἔστι ἔστι εἰμί
2.1 μὲν μὲν μέν
2.1 οὕτως· οὕτως οὕτως
2.1 ὁρῶμεν ὁρῶμεν ὁράω
2.1 δὲ δὲ δέ
2.1 τὸ τὸ ὁ
2.1 μὲν μὲν μέν
2.1 ἥλιον, ἥλιον ἥλιος
2.1 τὸ τὸ ὁ
2.1 δὲ δὲ δέ
2.1 σελήνην, σελήνην σελήνη
2.1 τὸ τὸ ὁ
2.1 δὲ δὲ δέ
2.1 γῆν· γῆν γῆ
2.1 καὶ καὶ καί
2.1 πάλιν πάλιν πάλιν
2.1 ἐπὶ ἐπὶ ἐπί
2.1 τῶν τῶν ὁ
2.1 ἀνθρωπίνων ἀνθρωπίνων ἀνθρώπινος
2.1 σωμάτων σωμάτων σῶμα
2.1 τὸ τὸ ὁ
2.1 μὲν μὲν μέν
2.1 πόδα, πόδα πούς
2.1 τὸ τὸ ὁ
2.1 δὲ δὲ δέ
2.1 χεῖρα, χεῖρα χείρ
2.1 τὸ τὸ ὁ
2.1 δὲ δὲ δέ
2.1 κεφαλήν. κεφαλήν κεφαλή
2.1 Ἡ ἡ ὁ
2.1 δὲ δὲ δέ
2.1 τοιαύτη τοιαύτη τοιοῦτος
2.1 διάταξις διάταξις διάταξις
2.1 οὐχ οὐχ οὐ
2.1 αὐτομάτως αὐτομάτως αὐτόματος
2.1 αὐτὰ αὐτὰ αὐτός
2.1 γεγενῆσθαι γεγενῆσθαι γίγνομαι
2.1 γνωρίζει, γνωρίζει γνωρίζω
2.1 ἀλλ̓ ἀλλ ἀλλ
2.1 αἰτίαν αἰτίαν αἰτία
2.1 τούτων τούτων οὗτος
2.1 προηγεῖσθαι προηγεῖσθαι προηγέομαι
2.1 δείκνυσιν· δείκνυσιν δείκνυμι
2.1 ἀφ̓ ἀφ ἀπό
2.1 ἧς ἧς ὅς
2.1 καὶ καὶ καί
2.1 τὸν τὸν ὁ
2.1 διαταξάμενον διαταξάμενον διατάσσω
2.1 καὶ καὶ καί
2.1 πάντα πάντα πᾶς
2.1 ποιήσαντα ποιήσαντα ποιέω
2.1 Θεὸν θεὸν θεός
2.1 ἔστι ἔστι εἰμί
2.1 νοεῖν. νοεῖν νοέω
2.1 Ἄλλοι ἄλλοι ἄλλος
2.1 δὲ, δὲ δέ
2.1 ἐν ἐν ἐν
2.1 οἷς οἷς ὅς
2.1 ἔστι ἔστι εἰμί
2.1 καὶ καὶ καί
2.1 ὁ ὁ ὁ
2.1 μέγας μέγας μέγας
2.1 παῤ παρ παρ
2.1 Ἕλλησι ἕλλησι ἕλλην
2.1 Πλάτων, πλάτων πλάτων
2.1 ἐκ ἐκ ἐκ
2.1 προϋποκειμένης προϋποκειμένης προϋποκειμένης
2.1 καὶ καὶ καί
2.1 ἀγενήτου ἀγενήτου ἀγένητος
2.1 ὕλης ὕλης ὕλη
2.1 πεποιηκέναι πεποιηκέναι ποιέω
2.1 τὸν τὸν ὁ
2.1 Θεὸν θεὸν θεός
2.1 τὰ τὰ ὁ
2.1 ὅλα ὅλα ὅλοξ
2.1 διηγοῦνται· διηγοῦνται διηγέομαι
2.1 μὴ μὴ μή
2.1 ἂν ἂν ἄν
2.1 γὰρ γὰρ γάρ
2.1 δύνασθαί δύνασθαί δύναμαι
2.1 τι τι τις
2.1 ποιῆσαι ποιῆσαι ποιέω
2.1 τὸν τὸν ὁ
2.1 θεὸν, θεὸν θεός
2.1 εἰ εἰ εἰ
2.1 μὴ μὴ μή
2.1 προϋπέκειτο προϋπέκειτο προϋπέκειτο
2.1 ἡ ἡ ὁ
2.1 ὕλη· ὕλη ὕλη
2.1 ὥσπερ ὥσπερ ὥσπερ
2.1 καὶ καὶ καί
2.1 τῷ τῷ ὁ
2.1 τέκτονι τέκτονι τέκτων
2.1 προυποκεῖσθαι προυποκεῖσθαι προυπόκειμαι
2.1 δεῖ δεῖ δεῖ
2.1 τὸ τὸ ὁ
2.1 ξύλον, ξύλον ξύλον
2.1 ἵνα ἵνα ἵνα
2.1 καὶ καὶ καί
2.1 ἐργάσασθαι ἐργάσασθαι ἐργάζομαι
2.1 δυνηθῇ. δυνηθῇ δύναμαι
2.1 Οὐχ οὐχ οὐ
2.1 ἴσασι ἴσασι οἶδα
2.1 δὲ δὲ δέ
2.1 τοῦτο τοῦτο οὗτος
2.1 λέγοντες, λέγοντες λέγω
2.1 ὅτι ὅτι ὅτι
2.1 ἀσθένειαν ἀσθένειαν ἀσθένεια
2.1 περιτιθέασι περιτιθέασι περιτίθημι
2.1 τῷ τῷ ὁ
2.1 Θεῷ. θεῷ θεός
2.1 Εἰ εἰ εἰ
2.1 γὰρ γὰρ γάρ
2.1 οὐχ οὐχ οὐ
2.1 ἔστι ἔστι εἰμί
2.1 τῆς τῆς ὁ
2.1 ὕλης ὕλης ὕλη
2.1 αὐτὸς αὐτὸς αὐτός
2.1 αἴτιος, αἴτιος αἴτιος
2.1 ἀλλ̓ ἀλλ ἀλλ
2.1 ὅλως ὅλως ὅλος
2.1 ἐξ ἐξ ἐκ
2.1 ὑποκειμένης ὑποκειμένης ὑπόκειμαι
2.1 ὕλης ὕλης ὕλη
2.1 ποιεῖ ποιεῖ ποιέω
2.1 τὰ τὰ ὁ
2.1 ὄντα, ὄντα εἰμί
2.1 ἀσθενὴς ἀσθενὴς ἀσθενὴς
2.1 εὑρίσκεται, εὑρίσκεται εὑρίσκω
2.1 μὴ μὴ μή
2.1 δυνάμενος δυνάμενος δύναμαι
2.1 ἄνευ ἄνευ ἄνευ
2.1 τῆς τῆς ὁ
2.1 ὕλης ὕλης ὕλη
2.1 ἐργάσασθαί ἐργάσασθαί ἐργάσασθαί
2.1 τι τι τις
2.1 τῶν τῶν ὁ
2.1 γενομένων· γενομένων γίγνομαι
2.1 ὥσπερ ὥσπερ ὥσπερ
2.1 ἀμέλει ἀμέλει ἀμέλει
2.1 καὶ καὶ καί
2.1 τοῦ τοῦ ὁ
2.1 τέκτονος τέκτονος τέκτων
2.1 ἀσθένειά ἀσθένειά ἀσθένειά
2.1 ἐστι ἐστι εἰμί
2.1 τὸ τὸ ὁ
2.1 μὴ μὴ μή
2.1 δύνασθαι δύνασθαι δύναμαι
2.1 χωρὶς χωρὶς χωρίς
2.1 τῶν τῶν ὁ
2.1 ξύλων ξύλων ξύλον
2.1 ἐργάσασθαί ἐργάσασθαί ἐργάσασθαί
2.1 τι τι τις
2.1 τῶν τῶν ὁ
2.1 ἀναγκαίων. ἀναγκαίων ἀναγκαῖον
2.1 Καὶ καὶ καί
2.1 καθ̓ καθ κατά
2.1 ὑπόθεσιν ὑπόθεσιν ὑπόθεσις
2.1 γὰρ, γὰρ γάρ
2.1 εἰ εἰ εἰ
2.1 μὴ μὴ μή
2.1 ἣν ἣν ὅς
2.1 ἡ ἡ ὁ
2.1 ὕλη, ὕλη ὕλη
2.1 οὐχ οὐχ οὐ
2.1 ἂν ἂν ἄν
2.1 εἰργάσατό εἰργάσατό εἰργάσατό
2.1 τι τι τις
2.1 ὁ ὁ ὁ
2.1 Θεός. θεός θεός
2.1 Καὶ καὶ καί
2.1 πῶς πῶς πῶς
2.1 ἔτι ἔτι ἔτι
2.1 ποιητὴς ποιητὴς ποιητής
2.1 καὶ καὶ καί
2.1 δημιουργὸς δημιουργὸς δημιουργός
2.1 ἂν ἂν ἄν
2.1 λεχθείη λεχθείη λέγω2
2.1 ἐξ ἐξ ἐκ
2.1 ἑτέρου ἑτέρου ἕτερος
2.1 τὸ τὸ ὁ
2.1 ποιεῖν ποιεῖν ποιέω
2.1 ἐσχηκὼς, ἐσχηκὼς ἐσχηκὼς
2.1 λέγω λέγω λέγω
2.1 δὲ δὲ δέ
2.1 ἐκ ἐκ ἐκ
2.1 τῆς τῆς ὁ
2.1 ὕλης; ὕλης ὕλη
2.1 Ἔσται ἔσται εἰμί
2.1 δὲ, δὲ δέ
2.1 εἰ εἰ εἰ
2.1 οὕτως οὕτως οὕτως
2.1 ἔχει, ἔχει ἔχω
2.1 κατ̓ κατ κατά
2.1 αὐτοὺς αὐτοὺς αὐτός
2.1 ὁ ὁ ὁ
2.1 θεὸς θεὸς θεός
2.1 τεχνίτης τεχνίτης τεχνίτης
2.1 μόνον μόνον μόνος
2.1 καὶ καὶ καί
2.1 οὐ οὐ οὐ
2.1 κτίστης κτίστης κτίστης
2.1 εἰς εἰς εἰς
2.1 τὸ τὸ ὁ
2.1 εἶναι, εἶναι εἰμί
2.1 εἰ εἰ εἰ
2.1 τὴν τὴν ὁ
2.1 ὑποκειμένην ὑποκειμένην ὑπόκειμαι
2.1 ὕλην ὕλην ὕλη
2.1 ἐργάζεται, ἐργάζεται ἐργάζομαι
2.1 τῆς τῆς ὁ
2.1 δὲ δὲ δέ
